,filename,fractal_dimension,entropy,lacunarity,SRE,LRE,RPC,Minor_Axis_Length,Solidity,Integrated_Density,Label
562,40-F-GBM_2.jpg,1.592203605631036,5.235913853019711,0.0109640455976872,2.206,41.995,39.868,1.337671243,0.954797739,148787739,1
563,40-F-GBM_3.jpg,1.6159562453746945,5.124059704793475,0.0108347375789156,2.315,36.985,41.909,1.139154068,0.957658034,157115967,1
564,40-F-GBM_4.jpg,1.684363877259255,4.858876086214199,0.0099661023459897,2.271,42.666,40.15,1.134462588,0.956651132,167219392,1
565,22-F-GBM_0.jpg,1.6353493496539566,5.176091275445243,0.0417849999117228,2.438,41.566,49.159,4.565457922,0.892062599,261981688,1
566,22-F-GBM_1.jpg,1.6621504776226126,4.364756424793714,0.032372284046865,2.569,750.355,27.713,3.833246884,0.891559965,299328630,1
567,22-F-GBM_2.jpg,1.65903638874241,5.519997118439952,0.0438764638397105,2.379,71.539,45.41,4.422412523,0.886108941,249707076,1
568,22-F-GBM_3.jpg,1.6565448562066796,5.152150567412697,0.042279362081521,2.447,527.21,28.39,4.703963987,0.891067964,261733936,1
569,22-F-GBM_4.jpg,1.6709670806775034,5.049740298551398,0.0388833311388289,2.473,50.969,50.049,4.158112975,0.893809144,271801067,1
570,J11_0.jpg,1.4756788019491074,6.729087355260266,0.0432261316500552,1.974,46.95,54.239,2.429680604,0.917967057,322707606,1
571,J11_1.jpg,1.455967553753287,6.306071946532278,0.0354635347583228,2.071,39.428,57.481,2.266051281,0.923061417,392743481,1
572,J11_2.jpg,1.4544803262597554,6.942175563783477,0.0479914338560217,1.808,58.909,48.777,2.691882948,0.918888749,272930135,1
573,J11_3.jpg,1.4944250822731275,6.869376662154707,0.0469529264406641,1.957,46.678,54.179,2.513926489,0.916594196,291039463,1
574,J11_4.jpg,1.4639124346145238,6.770587736103059,0.0458110093366461,1.984,41.722,55.683,2.357215942,0.921270093,300818814,1
575,35-M-GBM(1)_0.jpg,1.706200327964187,6.993587258592967,0.0294824376174551,2.471,24.06,50.545,3.158042234,0.879420363,137200909,1
576,35-M-GBM(1)_1.jpg,1.6877330796388137,6.55030832262492,0.0244342023962298,2.508,22.631,51.589,2.380834352,0.9048799,168934923,1
577,35-M-GBM(1)_2.jpg,1.7404458213793883,6.53824409770891,0.0222327444225406,2.373,30.965,46.659,2.58084155,0.900081857,170610791,1
578,35-M-GBM(1)_3.jpg,1.7297323080894789,6.89867404608356,0.0285055685452336,2.328,31.687,45.982,3.227932115,0.882599015,134178425,1
579,35-M-GBM(1)_4.jpg,1.660441161856857,6.716625280384992,0.0243297531137002,2.352,28.626,47.161,2.960795833,0.893518454,146213354,1
580,J12_0.jpg,1.6118800189851068,6.723442130286471,0.0419402936051729,2.25,36.015,60.286,2.548540765,0.898497572,298471600,1
581,J12_1.jpg,1.5773739558741076,6.2211042740269455,0.0337973407997506,2.325,28.163,65.486,2.152398154,0.906582793,379049466,1
582,J12_2.jpg,1.571957652154632,6.543281734231366,0.0392137624703812,2.283,32.013,63.259,2.355522652,0.898721659,329839782,1
583,J12_3.jpg,1.5704862346761856,6.300077319995589,0.0347228902419317,2.268,30.798,63.542,2.281256027,0.902964684,366531956,1
584,J12_4.jpg,1.6088725962420896,6.71332127043064,0.0414748324440937,2.223,35.396,60.5,2.61065273,0.898586557,305486321,1
585,61-F-GBM_0.jpg,1.6768816695970044,4.588206586983959,0.0379903422426021,2.821,16.471,71.578,5.658875425,0.868097549,369120246,1
586,61-F-GBM_1.jpg,1.7010429300968677,5.08412853016428,0.0413511814835051,2.755,165.298,49.552,6.350094554,0.865702195,349406465,1
587,61-F-GBM_2.jpg,1.6798431344930893,4.9097960132678615,0.0389356058393427,2.746,161.906,47.943,6.530223232,0.869185269,361729378,1
588,61-F-GBM_3.jpg,1.6687809471771118,4.178395195918809,0.0336691400155026,2.754,452.874,34.437,5.504611821,0.870627353,387237809,1
589,61-F-GBM_4.jpg,1.6940301687514945,4.855169608633513,0.0399229191649484,2.872,20.997,71.498,5.681171656,0.866969467,361387123,1
590,35-M-GBM-3_0.jpg,1.6479679378336127,5.500677348820727,0.0290691033105455,2.069,67.932,42.78,3.457830652,0.904346223,252207622,1
591,35-M-GBM-3_1.jpg,1.5914382671417997,4.910834566191002,0.0251246924565693,1.987,72.119,40.962,3.224390949,0.908429901,289485833,1
592,35-M-GBM-3_2.jpg,1.6320123233073744,4.873164419079596,0.0242880641812301,2.082,74.119,41.755,3.286517616,0.907475061,294205313,1
593,35-M-GBM-3_3.jpg,1.6272226318842935,5.799212050253639,0.0301114240260144,2.134,45.635,48.534,3.419278277,0.901443777,233264360,1
594,35-M-GBM-3_4.jpg,1.6356475721467063,6.336474887597884,0.034220181178473,2.121,43.664,48.455,3.999400312,0.901296879,195329084,1
595,35-M-GBM_0.jpg,1.7323655341613136,6.907876898830096,0.028826442254796,2.346,30.278,46.657,3.164239277,0.884236899,134820997,1
596,35-M-GBM_1.jpg,1.7121561838196246,6.719273001903821,0.0246537658645368,2.51,22.386,51.773,2.842127675,0.889146437,164763109,1
597,35-M-GBM_2.jpg,1.777616933175765,6.731633188684501,0.0256340581919253,2.442,27.002,48.991,2.649181618,0.891375503,156316192,1
598,35-M-GBM_3.jpg,1.7773437337144422,6.700765016531171,0.0272390265721192,2.413,27.879,48.358,2.607590444,0.893009489,151856010,1
599,35-M-GBM_4.jpg,1.685891641140012,6.768476914370489,0.0274332376105294,2.452,24.519,50.308,2.76930425,0.885060092,143395737,1
600,GBM-8_0.jpg,1.7688892395621671,5.114837364884712,0.0219938823712726,2.564,25.162,62.2,2.454189569,0.876081106,307965741,1
601,GBM-8_1.jpg,1.788024380884679,5.999489866842151,0.0256797873290843,2.508,26.61,60.643,3.035736801,0.865440932,263845098,1
602,GBM-8_2.jpg,1.7537209133077756,5.312774358288267,0.0229583651421092,2.545,24.623,62.312,2.504822572,0.875433469,293962026,1
603,GBM-8_3.jpg,1.7716624472096274,5.482526102760098,0.0229004689903753,2.452,29.507,58.418,3.007698052,0.868009385,285908776,1
604,GBM-8_4.jpg,1.7557058132924648,5.704008711319527,0.0229650610824063,2.446,29.41,58.421,3.115074485,0.868017779,282629396,1
605,43--M-GBM_0.jpg,1.410227350721596,5.245974117003255,0.0266070670873163,2.093,77.937,39.241,2.403516242,0.951826386,226422280,1
606,43--M-GBM_1.jpg,1.4337473567132113,6.03027551062151,0.0318041372744876,2.144,57.752,43.295,2.418176955,0.946396089,164915169,1
607,43--M-GBM_2.jpg,1.4572136571924983,6.674067927654934,0.0360815864187527,1.957,77.347,38.439,2.551697352,0.941078782,109921555,1
608,43--M-GBM_3.jpg,1.4097038362907242,5.025249470882466,0.0247957117195561,2.152,69.506,40.863,2.189221592,0.954499438,241682870,1
609,43--M-GBM_4.jpg,1.4674370208331242,5.276696514894194,0.0265499186426467,2.186,56.175,43.842,2.199714714,0.951798311,225321978,1
610,58-M-GBM_0.jpg,1.6515085780552323,5.003655311881002,0.0295404153574742,2.202,2291.77,16.015,5.357355946,0.874000887,338022579,1
611,58-M-GBM_1.jpg,1.6895470043760648,4.6746818362720495,0.0282253657407641,2.519,322.235,38.624,4.812371113,0.884740548,349568865,1
612,58-M-GBM_2.jpg,1.7493325391371166,4.63617106868581,0.0281745501179651,2.261,2273.504,15.988,4.801632815,0.879521627,349667715,1
613,58-M-GBM_3.jpg,1.6423708020173338,4.251118440589158,0.0261581461364455,2.611,405.469,36.609,4.251238892,0.88244231,362568009,1
614,58-M-GBM_4.jpg,1.65373803119867,5.049130145440348,0.0310846796282308,2.618,75.764,49.172,4.719928864,0.883344625,336477116,1
615,J8_0.jpg,1.3113864671265298,6.6652302131198224,0.0397935022421176,1.737,467.208,20.935,3.165170334,0.938700048,225228655,1
616,J8_1.jpg,1.332685524276629,6.352394255310459,0.0339895411298591,1.811,477.571,20.824,2.889953954,0.946574264,269663526,1
617,J8_2.jpg,1.326217311517187,6.31836358435927,0.0332690057451401,1.849,151.364,34.615,2.549442779,0.93941009,280418901,1
618,J8_3.jpg,1.3217467325103405,6.338370800405319,0.034426552892213,1.852,213.501,29.793,2.982485732,0.947239636,276214061,1
619,J8_4.jpg,1.3260101093147056,6.269440753052376,0.0319637513374248,1.813,478.085,20.767,2.852728062,0.948639713,281050572,1
620,38-M-GBM(1)_0.jpg,1.7440020846207094,6.4233306111303525,0.0132738679002437,1.894,69.215,45.114,3.810508272,0.882208929,270644149,1
621,38-M-GBM(1)_1.jpg,1.708964862081344,6.025278413853567,0.0116052859577643,1.984,58.629,48.066,3.699276944,0.885336458,315665773,1
622,38-M-GBM(1)_2.jpg,1.7495577500658686,6.314580954839679,0.0129417621478692,1.933,63.99,47.094,3.287864707,0.882556827,286049414,1
623,38-M-GBM(1)_3.jpg,1.7059944959836328,5.579418021993752,0.0093838972599137,1.975,58.949,47.81,3.502657578,0.886959439,365922978,1
624,38-M-GBM(1)_4.jpg,1.751235907132486,6.271398515827872,0.0124242072988524,1.897,62.924,45.927,3.768687096,0.884925285,288564373,1
625,J2_0.jpg,1.727334047594459,7.118995068349872,0.0530989322321198,2.296,27.311,63.0,4.719234692,0.897004438,260986626,1
626,J2_1.jpg,1.7177483194380117,6.975446417799257,0.0450535932711397,2.21,45.616,56.602,4.690176958,0.898889142,285838051,1
627,J2_2.jpg,1.698079429310464,6.659766339147189,0.0410558097446744,2.308,35.034,60.201,3.975747113,0.903044174,334210912,1
628,J2_3.jpg,1.7144696597999785,6.742605555004147,0.0429799574613104,2.411,26.134,65.675,3.860645595,0.900486169,321242444,1
629,J2_4.jpg,1.7082064813886182,7.015410568678738,0.0471957927658762,2.178,50.37,55.381,4.61296107,0.899122276,278669161,1
630,J9_0.jpg,1.423713247856237,6.861533256611863,0.0685184880061532,1.926,67.497,47.616,3.276176853,0.920998759,273947135,1
631,J9_1.jpg,1.3757492851606,6.5198244329455655,0.0596459516256922,1.957,86.067,46.687,2.86223806,0.93027011,325629072,1
632,J9_2.jpg,1.4181564609663757,6.340582961140371,0.0530845980998639,2.078,53.931,51.88,3.027975076,0.929029859,360142050,1
633,J9_3.jpg,1.3667586369279228,6.7914891285720405,0.0674699592156134,1.841,65.9,46.992,2.992878519,0.926836985,271091097,1
634,J9_4.jpg,1.4325794022522516,6.308225259603323,0.0533625821037343,2.034,64.367,49.104,2.78950275,0.928271459,360924950,1
635,J7_0.jpg,1.6386619765694286,6.958833556154184,0.0452545606780806,2.236,45.63,67.124,2.972975327,0.888600881,431365169,1
636,J7_1.jpg,1.616632586371788,7.2681278926428945,0.0489179522527143,2.048,75.665,58.767,3.52900994,0.890179018,360873717,1
637,J7_2.jpg,1.6394616570028049,6.841757954872035,0.0457221637234246,2.209,45.761,66.674,2.885123201,0.886824883,421602974,1
638,J7_3.jpg,1.6379361660393137,6.955961748265561,0.0444323884266255,2.216,44.336,67.377,3.053706464,0.8885921,418230308,1
639,J7_4.jpg,1.6350551531978397,7.259882780057206,0.0495442439476185,2.029,99.41,56.312,3.644556764,0.884621516,341962268,1
640,J1_0.jpg,1.663703413113007,7.007321446454414,0.0434693722465633,1.858,50.233,54.667,3.96442277,0.91020263,265929530,1
641,J1_1.jpg,1.65935535873693,6.84286444935564,0.0383088427110734,1.844,57.518,52.807,3.938866916,0.913731766,308462340,1
642,J1_2.jpg,1.738422964514145,7.382360574295975,0.0480976403724652,1.837,52.884,53.606,4.496477981,0.900516651,218568773,1
643,J1_3.jpg,1.617839418817573,6.618819107815386,0.0349414614369338,1.922,50.185,55.963,3.530702283,0.913234184,349927204,1
644,J1_4.jpg,1.6675458930263365,6.744758697806299,0.0349043348536447,1.963,46.921,57.211,3.508386523,0.915046936,334682079,1
645,J5_0.jpg,1.662498666955377,6.771450788935619,0.0280696869975994,2.042,60.963,56.835,3.313260035,0.904211451,339279655,1
646,J5_1.jpg,1.634417428823988,6.682588908113168,0.0249446629903424,1.826,70.096,51.671,3.888403319,0.904100954,349427879,1
647,J5_2.jpg,1.6636325993468857,6.768451773638782,0.0270108979903364,1.976,63.584,55.13,3.364081145,0.9049044,333047684,1
648,J5_3.jpg,1.6290192037559468,6.625814648330781,0.0251488441626908,1.903,63.813,53.973,3.566219575,0.905529495,366321601,1
649,J5_4.jpg,1.6672725338220202,6.896966616084629,0.028513486768664,1.963,64.207,54.676,3.476226071,0.906565776,304300791,1
650,J3_0.jpg,1.6137886241242732,7.5541297954699616,0.0795849151089843,1.906,58.155,51.813,3.049047296,0.874118526,171919786,1
651,J3_1.jpg,1.605257270683392,7.526210329451556,0.0811102181170107,1.881,63.226,50.296,2.996785347,0.875088081,175733783,1
652,J3_2.jpg,1.600983728844494,7.3789991372943,0.0699678945246713,1.924,58.14,52.134,2.723529133,0.882054529,222953168,1
653,J3_3.jpg,1.5614583635145345,7.017593192926673,0.0579611488263938,2.017,53.672,54.451,2.619265425,0.890190575,310284420,1
654,J3_4.jpg,1.5882375833408902,7.198822026021978,0.0613522194191687,2.05,47.817,57.521,2.563128625,0.885786761,273434921,1
655,J6_0.jpg,1.5665057617845863,7.269657389190018,0.0818086181252703,2.056,43.779,61.221,2.832165262,0.936081655,258089423,1
656,J6_1.jpg,1.56439425876177,7.117507461610935,0.0761245264712457,2.039,45.533,60.426,2.868286501,0.938417952,298756624,1
657,J6_2.jpg,1.5391178349008925,6.726491448462922,0.0645979710268326,2.163,38.699,64.486,2.4016576,0.942634716,372089442,1
658,J6_3.jpg,1.5286451805518424,6.740097523096844,0.0638301231367631,2.099,43.519,61.788,2.484941074,0.941127443,362506522,1
659,J6_4.jpg,1.559216658215896,6.977153619163117,0.0714873534440684,2.161,42.092,63.745,2.491605381,0.936031282,329499707,1
660,Normal cebellum-10_0.jpg,1.4319820031883994,5.024768020021197,0.0082541876905547,1.998,628.365,9.697,1.862321298,0.940686339,80362877,0
661,Normal cebellum-10_1.jpg,1.4093081686374265,5.812579482563079,0.0101146755927017,1.965,786.164,9.111,1.773790193,0.933868926,55011059,0
662,Normal cebellum-10_2.jpg,1.4253151853092112,4.89687517252937,0.0077580408364063,1.995,635.504,9.775,1.930533104,0.93948246,84780954,0
663,Normal cebellum-10_3.jpg,1.418160464997745,5.37749750507279,0.0094418018595824,1.969,628.728,9.773,2.010836025,0.929720131,67888086,0
664,Normal cebellum-10_4.jpg,1.449645792385825,5.797269425566862,0.0100331843653797,1.948,715.57,9.275,2.248996635,0.933704143,58835794,0
665,Normal cebellum-3_0.jpg,1.481311587329014,4.509389422379563,0.0052055943852775,1.992,413.939,11.131,1.707406475,0.958834528,90720180,0
666,Normal cebellum-3_1.jpg,1.45875548775678,5.284367947107567,0.0072600312133668,1.929,501.909,10.418,1.951542153,0.949932792,73893097,0
667,Normal cebellum-3_2.jpg,1.5078274819758657,4.807976237133556,0.0056248068649337,2.01,309.885,12.858,1.712608751,0.958284913,82630090,0
668,Normal cebellum-3_3.jpg,1.5232662449618222,4.949275670371994,0.0058127958720338,1.992,296.725,13.077,1.762804405,0.952114146,81808954,0
669,Normal cebellum-3_4.jpg,1.5036553736004916,5.497023878576543,0.0067210236605783,1.94,388.502,11.408,1.832899742,0.94951661,66404672,0
670,Normal cebellum-5_0.jpg,1.285133695924049,5.152430956925734,0.0106145688966801,1.955,432.924,11.432,5.698953402,0.949408245,75774011,0
671,Normal cebellum-5_1.jpg,1.2674994325209117,4.76379548590029,0.0112083593213531,2.006,1223.954,10.096,5.859327958,0.934982917,84182738,0
672,Normal cebellum-5_2.jpg,1.2328002111925025,4.437762105397152,0.007874586276866,1.928,589.884,9.839,6.005797354,0.941222422,90667124,0
673,Normal cebellum-5_3.jpg,1.2620477300805772,4.491777360980515,0.0090012368504249,1.953,464.016,11.278,5.274823966,0.932079894,91182456,0
674,Normal cebellum-5_4.jpg,1.2676278599776336,5.333441120151879,0.0109382648423012,1.931,630.777,9.694,4.256735291,0.94304056,72837143,0
675,Normal cebellum-2_0.jpg,1.2642861990031842,5.978985159403809,0.0155805317935417,2.046,284.225,15.076,2.778844056,0.937721282,53810051,0
676,Normal cebellum-2_1.jpg,1.2601697320239154,5.556592779799199,0.0143686656558194,2.179,85.16,24.84,2.617871904,0.937905172,70485391,0
677,Normal cebellum-2_2.jpg,1.2591605136359991,5.07890778618096,0.0123770437915558,2.016,418.816,12.713,2.686050548,0.944389211,80795792,0
678,Normal cebellum-2_3.jpg,1.2853271947856009,5.066310298371753,0.0124025212750533,2.127,193.283,17.878,2.982045011,0.949432945,83661196,0
679,Normal cebellum-2_4.jpg,1.3139348252830536,5.388882891200898,0.0135056901783799,2.138,179.663,18.494,2.975178116,0.944612587,75487053,0
680,Normal cebellum-7_0.jpg,1.4682531620584438,3.613362238585437,0.0068008663870951,2.191,434.287,13.508,2.629146476,0.938879165,115252443,0
681,Normal cebellum-7_1.jpg,1.5025388917234603,4.155178607973805,0.0083944680116785,2.238,421.844,13.469,2.845134913,0.934478157,107766021,0
682,Normal cebellum-7_2.jpg,1.5025753972231186,5.094028878397022,0.0115639543391133,2.207,528.304,13.071,3.247478303,0.92779027,91647060,0
683,Normal cebellum-7_3.jpg,1.5131715553377634,4.240872007738959,0.0094948031991019,2.281,386.616,14.397,2.622583059,0.936575016,108067090,0
684,Normal cebellum-7_4.jpg,1.497218371611355,4.2787370821922375,0.009597353136166,2.282,431.612,13.371,3.039730215,0.932833003,108907676,0
685,Normal cebellum-4_0.jpg,1.6201605502974763,4.9212469100612655,0.0061363289744274,2.092,61.277,23.909,1.984403219,0.924337717,87230076,0
686,Normal cebellum-4_1.jpg,1.5941562123105306,5.02544077235839,0.0094951025150994,2.162,363.478,16.931,2.219822197,0.922267034,88311081,0
687,Normal cebellum-4_2.jpg,1.5896553260061494,4.531613295611753,0.0084077643775054,2.277,93.019,23.168,1.865742996,0.92582338,96086637,0
688,Normal cebellum-4_3.jpg,1.6266608858036562,5.2045399233483725,0.0060330158644337,2.007,86.369,21.107,2.17799165,0.920718972,79053075,0
689,Normal cebellum-4_4.jpg,1.6256041037763218,5.294470334205449,0.0061364827050663,1.974,80.612,21.483,2.347918677,0.91491943,72704225,0
690,Normal cebellum-6_0.jpg,1.349165116347582,4.599842040093853,0.0081840525026854,1.824,2336.201,6.562,6.3551573,0.945023488,90548694,0
691,Normal cebellum-6_1.jpg,1.3175480793508867,4.390497484976895,0.0076737426489206,2.179,1842.442,7.737,6.816715557,0.94902438,96919516,0
692,Normal cebellum-6_2.jpg,1.3721632764018563,4.182950580565873,0.007548517705434,1.921,2238.435,6.364,5.481601659,0.933448882,99864155,0
693,Normal cebellum-6_3.jpg,1.357007537461941,4.13584762066222,0.007273450557279,1.877,1734.402,7.175,6.242667463,0.927031697,101952188,0
694,Normal cebellum-6_4.jpg,1.348766038215683,4.105444014460978,0.0071180615724417,1.929,1915.55,6.366,5.754806971,0.937805242,102645024,0
695,Normal cebellum-8_0.jpg,1.4263191485756066,5.709075645484912,0.0114629512074958,2.092,538.618,10.758,2.594266679,0.919233549,53318278,0
696,Normal cebellum-8_1.jpg,1.3963146124883037,5.497541934579031,0.0104802111333416,2.105,529.862,10.822,2.205374783,0.916317583,58572879,0
697,Normal cebellum-8_2.jpg,1.3647583620014698,5.497349408257508,0.0096803774469803,2.051,559.436,10.509,2.385656031,0.913097947,57640776,0
698,Normal cebellum-8_3.jpg,1.3923989163309174,4.710766952733044,0.0084069190651495,2.092,517.793,10.731,2.312751811,0.9256319,81005184,0
699,Normal cebellum-8_4.jpg,1.3572914904511764,4.599330249049342,0.008668351196159,2.097,599.555,10.244,2.053154323,0.924699098,82710411,0
700,Normal cebellum-1_0.jpg,1.3589363117091116,5.810251144510845,0.0095608010500688,2.002,848.898,9.219,2.917057003,0.919393917,61644097,0
701,Normal cebellum-1_1.jpg,1.3579586570085465,5.121520723893854,0.0077344860179843,2.152,522.205,11.671,2.68563037,0.917540146,83080204,0
702,Normal cebellum-1_2.jpg,1.4107690007047875,5.549734715480012,0.0075550349467632,2.085,336.109,14.998,2.644319943,0.922576982,72982349,0
703,Normal cebellum-1_3.jpg,1.3987780242865049,5.382649488475299,0.0084976615556763,2.075,510.481,11.676,2.81785931,0.919329115,77077527,0
704,Normal cebellum-1_4.jpg,1.4178178991151045,5.277500661129274,0.0071469302353804,2.164,337.203,14.498,2.537110092,0.919232316,81434608,0
705,Normal cebellum-9_0.jpg,1.370383613586873,5.145201536839379,0.0117815416986904,2.207,90.391,23.481,2.232834301,0.930720196,82915880,0
706,Normal cebellum-9_1.jpg,1.3924732809130955,6.2099448493222855,0.0152914220019488,2.076,91.764,22.166,2.378519401,0.9262073,46002306,0
707,Normal cebellum-9_2.jpg,1.3559385975260618,5.658897812169899,0.0121818910694203,2.054,283.003,15.003,2.350419857,0.927621726,68021829,0
708,Normal cebellum-9_3.jpg,1.3310975810665158,5.624834416463542,0.0126794923907666,2.132,164.185,18.648,2.246607543,0.921885364,69982923,0
709,Normal cebellum-9_4.jpg,1.3448689344019855,5.351946523066882,0.0129563195219273,2.19,36.899,29.181,2.118915294,0.926068814,75089142,0
710,F5_0.jpg,1.416867033347703,5.675908641727218,0.0330869303286299,2.277,121.813,18.61,2.908351611,0.913816856,75533956,0
711,F5_1.jpg,1.4622314097854507,6.332627681719393,0.0385334101704858,2.21,228.959,15.076,3.093395346,0.914050392,64798193,0
712,F5_2.jpg,1.4586161362784873,6.048337073460234,0.0357193079974258,2.123,310.561,13.276,3.125131677,0.911361482,70300091,0
713,F5_3.jpg,1.4087049385575414,5.903377076404916,0.0349704725629127,2.324,605.509,12.942,2.908102024,0.917344997,72731788,0
714,F5_4.jpg,1.4562375323129115,5.968011688723607,0.035053829288807,2.212,241.738,14.923,2.91502805,0.919698087,72397370,0
715,G3_0.jpg,1.6264557771456134,6.475004590390465,0.0205809943443078,2.281,330.946,17.183,2.080736001,0.894348121,61025829,0
716,G3_1.jpg,1.6129812206638772,6.370096990580135,0.0196480533744238,2.296,121.625,20.754,2.113931134,0.893987435,66010627,0
717,G3_2.jpg,1.620841954979397,6.494820311837218,0.0205482808190713,2.251,37.694,26.127,2.452300932,0.884944365,57494018,0
718,G3_3.jpg,1.6154263994004436,6.540321172019986,0.0205824248064776,2.271,186.467,19.028,2.157815701,0.88726351,61020148,0
719,G3_4.jpg,1.643237444362088,6.8379365704184485,0.0226655490486641,2.134,608.641,13.939,2.629529754,0.883780827,43873243,0
720,G5_0.jpg,1.422082749425149,6.2951753970917,0.0301112953331743,2.177,122.915,17.498,1.591846576,0.948550343,51577669,0
721,G5_1.jpg,1.4237966591832325,6.701446524591962,0.0367163817807271,2.102,151.256,16.167,1.695930638,0.945528372,28116017,0
722,G5_2.jpg,1.471323774565643,6.814092001761307,0.0340656362927585,2.088,201.172,14.789,1.392375694,0.944298961,39222031,0
723,G5_3.jpg,1.4308835918505116,5.990392444583373,0.0287046208610127,2.194,145.152,16.553,1.760611814,0.946281049,58040250,0
724,G5_4.jpg,1.3953490893679734,6.674132721250735,0.0325169159506016,2.099,97.348,18.942,1.833792617,0.948675978,40278498,0
725,G1_0.jpg,1.5884720909705818,7.060334819352327,0.0492294346193607,2.37,26.631,29.661,1.563838431,0.940678473,49890090,0
726,G1_1.jpg,1.570719965501624,6.98714149001873,0.0495493841225087,2.319,27.168,29.405,1.472098781,0.938806875,47116255,0
727,G1_2.jpg,1.5536736875205983,7.1012281295488044,0.0545973542545553,2.291,29.067,28.826,1.790687401,0.934528133,35356876,0
728,G1_3.jpg,1.5850506287552095,6.969849720902842,0.0499028948956422,2.375,26.945,29.812,1.529888706,0.943620094,48015379,0
729,G1_4.jpg,1.5933088940157103,7.147514876252172,0.051945117095191,2.342,27.135,29.503,1.698465665,0.935398518,47430980,0
730,F3_0.jpg,1.4390278726405714,6.416713061881611,0.0347299110695384,2.395,637.076,11.626,1.965923236,0.947792807,71362953,0
731,F3_1.jpg,1.48202111665429,6.664836251973655,0.0408113240913203,2.472,76.496,24.601,1.752166787,0.941413532,63164318,0
732,F3_2.jpg,1.5153289608528075,6.839124847732772,0.04411347955149,2.543,61.337,26.212,2.125539591,0.935210894,53294698,0
733,F3_3.jpg,1.4660993187423654,6.379387752076448,0.0356659104771141,2.641,39.61,29.448,2.053894355,0.943498427,72156543,0
734,F3_4.jpg,1.508344368999287,6.485977508485493,0.0396184901944511,2.572,58.812,26.52,1.977092017,0.942060624,67537833,0
735,F9_0.jpg,1.4799663300762305,6.326752112379318,0.0298516475325463,2.237,54.542,23.3,1.171096295,0.962077427,45883762,0
736,F9_1.jpg,1.497251816343715,6.289194609457743,0.026400663822168,2.257,29.652,27.37,1.143800921,0.963941124,45535236,0
737,F9_2.jpg,1.4852036826142454,6.278986883809808,0.0276279885297382,2.274,41.552,25.561,1.290290714,0.96400196,44782498,0
738,F9_3.jpg,1.463444433094043,5.739888542154165,0.0226397310137795,2.281,29.272,27.572,1.014115571,0.970009593,60123095,0
739,F9_4.jpg,1.489229123079433,6.451561884096719,0.0315422623499634,2.276,40.169,25.327,1.185321029,0.965976391,42011708,0
740,F2_0.jpg,1.4859422183686142,6.54526949197959,0.0229857763764809,2.0,102.774,17.187,2.342728426,0.920052743,43342759,0
741,F2_1.jpg,1.470465110064162,6.119573249156423,0.01971528857951,2.316,36.939,25.658,1.985394606,0.915322558,56602076,0
742,F2_2.jpg,1.4670955332208817,6.32202819047313,0.0204349518877421,2.084,97.885,17.868,2.168607484,0.917974703,52694924,0
743,F2_3.jpg,1.4983026523523018,6.4163245846107975,0.0218647767242491,2.068,85.942,18.584,2.268100428,0.914849466,53490764,0
744,F2_4.jpg,1.503026459876896,6.303964159443988,0.0212791506351447,2.114,51.917,21.896,2.099711411,0.916879003,52878497,0
745,G9_0.jpg,1.5677713719717803,5.720015081958235,0.0244429335911217,2.318,39.757,26.391,1.632195981,0.936919791,66454162,0
746,G9_1.jpg,1.602708153143818,6.41990806952609,0.0308589589083894,2.245,41.955,26.069,2.044619832,0.927309817,48294228,0
747,G9_2.jpg,1.5859036334479004,6.421961212829755,0.0362184428550025,2.349,49.8,24.795,1.885809341,0.931117294,51970646,0
748,G9_3.jpg,1.608548629575688,6.111331081612705,0.032014610407092,2.319,51.944,24.475,1.696837248,0.930865502,57676867,0
749,G9_4.jpg,1.6285422620046828,6.744237731580008,0.0328809816363842,2.197,40.454,26.009,1.904005638,0.921902863,41200513,0
750,G4_0.jpg,1.5806668114000455,6.402734733841124,0.0240342006608153,2.269,49.199,24.042,1.715459882,0.899404983,53144430,0
751,G4_1.jpg,1.6100982039406655,6.694027403224475,0.0275518887984017,2.238,46.943,24.138,1.963105536,0.890210316,39286791,0
752,G4_2.jpg,1.6108819817493008,6.839373449325183,0.030758325800808,2.223,54.488,23.111,2.158688974,0.885126185,34658671,0
753,G4_3.jpg,1.630942139609929,6.876244077644527,0.0300860197879353,2.259,48.621,24.075,2.116767206,0.880810245,35454742,0
754,G4_4.jpg,1.59835778426837,6.475921264564699,0.0268838605550256,2.307,51.165,23.85,1.824327211,0.893127988,51630284,0
755,G8_0.jpg,1.6003533490572868,4.959530764054881,0.0251881513792313,2.484,80.947,20.579,2.485632142,0.934824657,84607288,0
756,G8_1.jpg,1.5760684721903262,5.669778731588244,0.0304382435183585,2.497,195.786,16.823,2.791937246,0.923237293,75383940,0
757,G8_2.jpg,1.5417612517886443,4.767940812203758,0.0227083982923422,2.527,118.45,21.21,2.606576902,0.931162266,88184013,0
758,G8_3.jpg,1.548527714098176,5.279212334234211,0.0262356373065636,2.514,73.475,22.526,2.818682419,0.932001226,83336346,0
759,G8_4.jpg,1.589914622820416,5.740989748230285,0.0312013182108034,2.465,77.168,21.572,2.629485412,0.924853775,74303091,0
760,G7_0.jpg,1.616151432165268,5.275515270197643,0.0198347044440587,2.559,34.584,27.642,2.260385214,0.929996991,77422021,0
